"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"191","Searching for VOICE ACTORS to play this character below. Info here: https://t.co/ZxkSCMPX7q https://t.co/oRM3dZBzWE",FALSE,166,NA,2018-12-08 01:22:02,FALSE,NA,"1071213279912042496",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",31,FALSE,FALSE,NA,NA
"192","Yes yes yallingTON its dat #wutangclan flava #triumph dis jawn is so fly #cartoon #superheros #justiceleague #color… https://t.co/Obw1g2HBOU",FALSE,0,NA,2018-12-08 01:18:19,TRUE,NA,"1071212343152046085",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","djwizzz",0,FALSE,FALSE,NA,NA
"193","I'm in these grooves playing grooves so get yr groove on also holy crap this was 6 years ago ❤️ https://t.co/X7i4pw9P9j",FALSE,6,NA,2018-12-08 00:13:55,FALSE,NA,"1071196135879045121",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sir_Beardo",0,FALSE,FALSE,NA,NA
"194","@amandapalmer Perhaps someone from @hitRECord?",FALSE,0,"amandapalmer",2018-12-07 23:34:56,FALSE,"1071185198774173696","1071186326815432706","10798802","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","drekfletch",0,FALSE,FALSE,NA,NA
"195","@cjcurcio If you love the artwork, you'll love the story behind how this vinyl was made. Get to know some of the ar… https://t.co/c2PdjkA7Bf",FALSE,1,"cjcurcio",2018-12-07 23:29:51,TRUE,"1071184029502898176","1071185045602201600","16407354","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hitRECord",0,FALSE,FALSE,NA,NA
"196","@hitRECord SO COOL! Beautiful work!!",FALSE,0,"hitRECord",2018-12-07 23:25:48,FALSE,"1071167988731142149","1071184029502898176","24815314","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cjcurcio",0,FALSE,FALSE,NA,NA
"197","Voice over roles available to play a tortoise, a wolf, a beaver, a bobcat and a bunch of other creatures. Wide rang… https://t.co/tiJC37rUVb",FALSE,188,NA,2018-12-07 22:46:01,TRUE,NA,"1071174014582906880",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",34,FALSE,FALSE,NA,NA
"198","Only 11 of these vinyls left on our store! This is an amazing collection of music featuring 78 contributing artists… https://t.co/ODyb8y3Zcw",FALSE,23,NA,2018-12-07 22:22:04,TRUE,NA,"1071167988731142149",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECord",1,FALSE,FALSE,NA,NA
"199","Great hardcover book to put in a stocking (or add to your own shelf) — copies available here:… https://t.co/w92Zskxnnc",FALSE,100,NA,2018-12-07 21:14:04,TRUE,NA,"1071150874817425408",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",5,FALSE,FALSE,NA,NA
"200","@hitRECord Thank you",FALSE,0,"hitRECord",2018-12-07 21:00:50,FALSE,"1071127875544244224","1071147546867892226","24815314","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Seyfeddin_Erise",0,FALSE,FALSE,NA,NA
"201","@dee_ddclark11 @Logic301 @hitRECord thanks!",FALSE,1,"dee_ddclark11",2018-12-07 20:39:39,FALSE,"1071028661741121536","1071142213852119040","813552447629230081","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mementohiphop",0,FALSE,FALSE,NA,NA
"202","Really good stuff here!!! Get involved! https://t.co/gwzZqbfdER",FALSE,2,NA,2018-12-07 20:02:09,FALSE,NA,"1071132776932483072",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cjcurcio",0,FALSE,FALSE,NA,NA
"203","@MattWConley @hitRECord He’s real! Hahaha thank you :)",FALSE,1,"MattWConley",2018-12-07 19:48:44,FALSE,"1071128010080677888","1071129402035957760","147298041","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","feaien",0,FALSE,FALSE,NA,NA
"204","You are awesome! So great to have you in the @hitRECord community!!! https://t.co/BWdxTfRMIQ",FALSE,8,NA,2018-12-07 19:43:12,FALSE,NA,"1071128010080677888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MattWConley",0,FALSE,FALSE,NA,NA
"205","@hitRECord Don't make decisions for me that I can make myself.",FALSE,0,"hitRECord",2018-12-07 19:43:10,FALSE,"1071127875544244224","1071128000241065987","24815314","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dekken_",0,FALSE,FALSE,NA,NA
"206","Freedom can mean different things to different people. What does it mean to you? Tell us here:… https://t.co/IJl1bjHGOh",FALSE,9,NA,2018-12-07 19:42:40,TRUE,NA,"1071127875544244224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hitRECord",1,FALSE,FALSE,NA,NA
"207","Movies that don't even exist: https://t.co/Zzx03qdRP5",FALSE,72,NA,2018-12-07 19:31:38,FALSE,NA,"1071125098738925568",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",5,FALSE,FALSE,NA,NA
"208","Here's the first of our weekly update on #hitrecord DOCS series! Lots of projects for you to get involved in, looki… https://t.co/qahEJx5qfe",FALSE,15,NA,2018-12-07 19:27:03,TRUE,NA,"1071123942285312000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hitRECord",2,FALSE,FALSE,NA,NA
"209","Our @hitRECord's profile:
https://t.co/y6PTV7mygn https://t.co/5IuAwosWLj",FALSE,0,NA,2018-12-07 18:57:48,FALSE,NA,"1071116583328735232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_L_G_H_Studio_",0,FALSE,FALSE,NA,NA
"210","@__taehyungs Great song produced by hitrecord but i can't find it anymore rip",FALSE,0,"__taehyungs",2018-12-07 18:09:27,FALSE,"1071104259503079425","1071104416286208000","3187660733","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","__jaemins",0,FALSE,FALSE,NA,NA
"211","Book collectors — check this out: https://t.co/GEK4nC5C8M https://t.co/QvGUuciS5N",FALSE,244,NA,2018-12-07 17:58:02,FALSE,NA,"1071101540721664006",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",27,FALSE,FALSE,NA,NA
"212","Feelin' the Christmas spirit like .....

(Elf 1 by egan316 on @hitRECord at https://t.co/flQWThHMKl) https://t.co/pmlQeS2X6x",FALSE,5,NA,2018-12-07 17:53:03,FALSE,NA,"1071100288638029825",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ViciousVixxenV",0,FALSE,FALSE,NA,NA
"213","BEAT FOR LEASE OR SALE #recordingstudio #NewWave #NewSound #Rap #Buyabeat #instrumental #Typebeat  #Va #Music… https://t.co/e9JpkzrVVK",FALSE,0,NA,2018-12-07 17:16:24,TRUE,NA,"1071091064021254144",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","ZAPP757",1,FALSE,FALSE,NA,NA
"214","BEAT FOR LEASE OR SALE #recordingstudio #NewWave #NewSound #Rap #Buyabeat #instrumental #Typebeat  #Va #Music… https://t.co/NltniqcQh7",FALSE,1,NA,2018-12-07 17:15:39,TRUE,NA,"1071090877915901953",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ZAPP757",1,FALSE,FALSE,NA,NA
"215","Lunar Excursion?  Don't Forget the Bathing Beauties! on @hitRECord https://t.co/pZsnBSIRQD",FALSE,1,NA,2018-12-07 16:24:51,FALSE,NA,"1071078091282247680",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JamesPhKotsybar",0,FALSE,FALSE,NA,NA
"216","HISTORICAL TWIST on @hitRECord https://t.co/uX1sgBTWdj",FALSE,0,NA,2018-12-07 16:20:48,FALSE,NA,"1071077072150265856",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JamesPhKotsybar",0,FALSE,FALSE,NA,NA
"217","@hitRECordJoe Gotcha: https://t.co/JZjNwPoXMP",FALSE,0,"hitRECordJoe",2018-12-07 16:01:31,FALSE,"1071064056252022784","1071072221748183040","24807616","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cobaltbluetony",0,FALSE,FALSE,NA,NA
"218","Show me a photo you've taken in a city. Could be anywhere in the entire world. 

Add here: https://t.co/1GwxzBggkW https://t.co/XtJG3lCIvz",FALSE,371,NA,2018-12-07 15:29:05,FALSE,NA,"1071064056252022784",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",29,FALSE,FALSE,NA,NA
"219","#NewMusicFriday #hitrecord #party #anthem prod by #RacciOnDaBeatTrick MACKronyms-RELEVANCE https://t.co/LkHkhIIdyN",FALSE,1,NA,2018-12-07 14:24:58,FALSE,NA,"1071047924308631552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","4PACKENT",1,FALSE,FALSE,NA,NA
"220","Live look at cell phone use in society... https://t.co/OrH80NplIf #notjudging https://t.co/1XroJaju75",FALSE,210,NA,2018-12-07 13:41:01,FALSE,NA,"1071036861722828800",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",39,FALSE,FALSE,NA,NA
"221","@mementohiphop @Logic301 @hitRECord Nice🎹🎤🎧",FALSE,0,"mementohiphop",2018-12-07 13:08:26,FALSE,"1070870342711762944","1071028661741121536","4653117732","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dee_ddclark11",0,FALSE,FALSE,NA,NA
"222","S/O spotify.

#producer #producers #producerlife #musicproducer #trapmusic #talent #imakebeats #bonafukubeatz… https://t.co/Jt8wEqoDE7",FALSE,1,NA,2018-12-07 11:25:44,TRUE,NA,"1071002815802343424",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","BonaFukuBeatz",1,FALSE,FALSE,"-118.243","34.0522"
"223","@TheDailyCrunch2 @hitRECord @newsgramDOTcom I wanted to share this but the link seems to be broken",FALSE,0,"TheDailyCrunch2",2018-12-07 10:45:09,FALSE,"1070825396986396673","1070992605364871168","2755479204","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hdduncan",0,FALSE,FALSE,NA,NA
"224","@KevinJames this song is AMAZING! i really love it! #hitrecord",FALSE,0,"KevinJames",2018-12-07 09:24:27,FALSE,"967108486923505665","1070972296414814208","393053595","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Habichdaslautg1",0,FALSE,FALSE,NA,NA
"225","(c) @hitRECord https://t.co/5OTFxk8rFw",FALSE,2,NA,2018-12-07 06:55:43,FALSE,NA,"1070934864566870017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","francesbacosa",1,FALSE,FALSE,NA,NA
"226","Makes me wanna take a hike around sundown.. https://t.co/lXqUgAnul1 https://t.co/Hxu8om8HSm",FALSE,372,NA,2018-12-07 05:52:01,FALSE,NA,"1070918832846446592",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",25,FALSE,FALSE,NA,NA
"227","@hitRECordJoe @hitRECord Cool ink creation! This is like an optical illusion picture. 👀
 
If you stare at it long e… https://t.co/5ygF8KFShp",FALSE,0,"hitRECordJoe",2018-12-07 05:41:25,TRUE,"1070181729204400128","1070916165071974406","24807616","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","joixcroix",0,FALSE,FALSE,NA,NA
"228","This is unreal, the Community Director for @hitRECord just provided positive feedback on my voice recording... eeee… https://t.co/RoRD19voR8",FALSE,9,NA,2018-12-07 04:35:44,TRUE,NA,"1070899635160379393",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","feaien",0,FALSE,FALSE,NA,NA
"229","And one day I shall conquer Adobe After Effects LOL. UPDATE for Shellie!!! :-) ""Pinstriped Shellie""//Project Overvi… https://t.co/RYLrOf22Qu",FALSE,4,NA,2018-12-07 03:45:44,TRUE,NA,"1070887052235952128",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SabineBuchanan",1,FALSE,FALSE,NA,NA
"230","@hitRECordJoe @hitRECord this is such good quality and so soft  and thank you",FALSE,1,"hitRECordJoe",2018-12-07 03:13:15,FALSE,"1070726145220390912","1070878878451679234","24807616","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ElsieBarragan",0,FALSE,FALSE,NA,NA
"231","This video has been requested constantly for a long time now... a tour of my studio. This is where all the magic ha… https://t.co/SrMJ2swXuB",FALSE,3,NA,2018-12-07 02:39:20,TRUE,NA,"1070870342711762944",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mementohiphop",0,FALSE,FALSE,NA,NA
"232","Unapologetically in love with psychedelic animation like this. https://t.co/9SHrbAlLUC https://t.co/7d6uvqLBy9",FALSE,650,NA,2018-12-07 02:23:04,FALSE,NA,"1070866251377971201",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",107,FALSE,FALSE,NA,NA
"233","@hitRECord I can already tell that you guys are awesome. I’m in!",FALSE,1,"hitRECord",2018-12-07 01:52:44,FALSE,"1070847223171174402","1070858616498991104","24815314","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kduffy1718",0,FALSE,FALSE,NA,NA
"234","@kduffy1718 You're right, it's ""ree-cord"" as in ""press the record button."" Don't worry, it's not a dealbreaker. Com… https://t.co/IC83BOa6mw",FALSE,2,"kduffy1718",2018-12-07 01:07:28,TRUE,"1070835704899485696","1070847223171174402","18991667","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hitRECord",1,FALSE,FALSE,NA,NA
"235","As promised, here's our weekly check-in on how HITRECORD SHORTS are coming along. Lots of projects currently lookin… https://t.co/omYPAmPyem",FALSE,14,NA,2018-12-07 01:04:36,TRUE,NA,"1070846505081200640",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hitRECord",3,FALSE,FALSE,NA,NA
"236","What do you think on freedom ? 

⁦@hitRECord⁩  https://t.co/mCPK6uwaIG",FALSE,1,NA,2018-12-07 00:33:58,FALSE,NA,"1070838795547881472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Seyfeddin_Erise",0,FALSE,FALSE,NA,NA
"237","@Calliethulhu Sorry to hear that. But there a community for writers on @hitRECord /@hitRECordJoe  https://t.co/rFKAgmCWCF.",FALSE,0,"Calliethulhu",2018-12-07 00:26:49,FALSE,"1070833094662520832","1070836994522132482","3119033985","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WiseWolfSeesAll",0,FALSE,FALSE,NA,NA
"238","@mseric You should totally checkout https://t.co/RapsBeeIag !

There's tonnes of creative challenges, many involvin… https://t.co/bPC3Wsvnnw",FALSE,1,"mseric",2018-12-07 00:24:02,TRUE,"1070756270011899904","1070836294316580865","46086849","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","startledoldmen",0,FALSE,FALSE,NA,NA
"239","A bit embarrassed to realize that I’d been referring to @hitRECord as “Hit Reh-cord” rather than “ Hit ree-Cord,” w… https://t.co/11T96q8usK",FALSE,0,NA,2018-12-07 00:21:41,TRUE,NA,"1070835704899485696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kduffy1718",0,FALSE,FALSE,NA,NA
"240","Voice actors — take a look at this opportunity: https://t.co/nXSySoCdnO",FALSE,97,NA,2018-12-07 00:18:00,FALSE,NA,"1070834776779747330",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",14,FALSE,FALSE,NA,NA
"241","The latest The Daily Crunch! https://t.co/pWYd138Thl Thanks to @hitRECord @newsgramDOTcom @hdduncan #science #research",FALSE,1,NA,2018-12-06 23:40:44,FALSE,NA,"1070825396986396673",NA,"<a href=""https://paper.li"" rel=""nofollow"">Paper.li</a>","TheDailyCrunch2",0,FALSE,FALSE,NA,NA
"242","@thwipped @Mort3mer @hitRECord /@hitRECordJoe",FALSE,0,"thwipped",2018-12-06 23:18:36,FALSE,"1070194708834643968","1070819829903474688","411023280","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WiseWolfSeesAll",0,FALSE,FALSE,NA,NA
"243","Rainy day vibes.... #LARain https://t.co/t8YcIXxqfS https://t.co/F4KGHpzvuP",FALSE,193,NA,2018-12-06 23:18:17,FALSE,NA,"1070819747296612352",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECord",45,FALSE,FALSE,NA,NA
"244","@Logic301 Hello....Hope the #Collab of the song between you &amp; @hitRECord community @hitRECordJoe is almost complete… https://t.co/ERdQxKKj74",FALSE,0,"Logic301",2018-12-06 22:57:49,TRUE,"1070813176252424192","1070814598658449408","141944292","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PJmiekidzandi",0,FALSE,FALSE,NA,NA
"245","@hitrecord @hitrecordjoe I shared some b-roll footage of 4141 as it passed by us today. Words cannot describe the e… https://t.co/Tks7ybsQuB",FALSE,0,"hitRECord",2018-12-06 22:56:11,TRUE,NA,"1070814186538700800","24815314","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","anahnicolle",0,FALSE,FALSE,NA,NA
"246","This book is awesome. Y'all should order it. https://t.co/Scn1gEiOvB",FALSE,2,NA,2018-12-06 22:31:48,FALSE,NA,"1070808049441357824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","salhutsontweets",0,FALSE,FALSE,NA,NA
"247","If anyone feels like drawing, check this project out: https://t.co/71QyyquWVy

(no previous experience needed for this, btw)",FALSE,86,NA,2018-12-06 22:04:01,FALSE,NA,"1070801057348022272",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",18,FALSE,FALSE,NA,NA
"248","So, yeah, I wrote a creepy thing, based on a creepy illustration by @JenLChittenden , turned into a creepy voiceove… https://t.co/f6N8hCyQlI",FALSE,9,NA,2018-12-06 21:11:31,TRUE,NA,"1070787847869919232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Raphaelle_H",2,FALSE,FALSE,NA,NA
"249","HONORARY ALIEN (advertising) on @hitRECord https://t.co/ObmTFOUU4y",FALSE,0,NA,2018-12-06 20:52:38,FALSE,NA,"1070783092422410240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JamesPhKotsybar",0,FALSE,FALSE,NA,NA
"250","@ViciousVixxenV 💯",FALSE,0,"ViciousVixxenV",2018-12-06 20:50:31,FALSE,"1070780835190726657","1070782560018386945","238313253","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hitRECord",0,FALSE,FALSE,NA,NA
"251","@Chrissy_fd @ViciousVixxenV @EmmasLens Gentle nudge, time to contribute 😉",FALSE,4,"Chrissy_fd",2018-12-06 20:47:32,FALSE,"1070721115817881602","1070781809045032960","484895429","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hitRECord",0,FALSE,FALSE,NA,NA
"252","LOVED this contribution by @Raphaelle_H to the ""Night Marys"" Short Film Challenge on @hitRECord - come help us deve… https://t.co/cPFrqVgFBi",FALSE,6,NA,2018-12-06 20:46:25,TRUE,NA,"1070781529574567938",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Humber_FLOOB",0,FALSE,FALSE,NA,NA
"253","Turning pain into inspiration 🙏 But we're glad to hear you're ok! https://t.co/A4nMvUhpyd",FALSE,15,NA,2018-12-06 20:46:23,FALSE,NA,"1070781521588477953",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hitRECord",4,FALSE,FALSE,NA,NA
"254","@tinakien Ooooooo agreed... What does Little Red Riding Hood teach us? ""..Failure is not failure until we allow it… https://t.co/d0c6oMIhRe",FALSE,2,"tinakien",2018-12-06 20:44:38,TRUE,"1070775180857815040","1070781081832443904","32535056","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hitRECord",2,FALSE,FALSE,NA,NA
"255","@hitRECord It also pairs perfectly when dressing up as characters from books 📚 ... #tbt Halloween 2017 https://t.co/LphDFU3leP",FALSE,3,"hitRECord",2018-12-06 20:43:39,FALSE,"1070771861531836416","1070780835190726657","24815314","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ViciousVixxenV",0,FALSE,FALSE,NA,NA
"256","Modern Odyssey Part I : The Prayer
Coming to streaming services in 3 days. The idea born in @hitRECord #soundtrack… https://t.co/iUkFUb10Pc",FALSE,1,NA,2018-12-06 20:23:12,TRUE,NA,"1070775688033124352",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","aknilofficial",1,FALSE,FALSE,NA,NA
"257","@hitRECord Got mine! 10/10 😊I really like pages 40-45. https://t.co/WOfYe8JcHb",FALSE,2,"hitRECord",2018-12-06 20:21:11,FALSE,"1070771861531836416","1070775180857815040","24815314","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tinakien",0,FALSE,FALSE,NA,NA
"258","Name these two characters.

Add all your ideas here: https://t.co/O9xShASZg7 https://t.co/K3d8hpNO7l",FALSE,197,NA,2018-12-06 20:17:01,FALSE,NA,"1070774132437118976",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",19,FALSE,FALSE,NA,NA
"259","Inspired by my bike accident yesterday, this week's theme for the Crate Challenge @hitRECord is BROKEN.… https://t.co/xLlJzeLdbN",FALSE,0,NA,2018-12-06 20:13:36,TRUE,NA,"1070773269278744576",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sarameijer",0,FALSE,FALSE,NA,NA
"260","Little Red Riding Hood like you’ve never seen before. This book is the perfect gift for the badass women in your li… https://t.co/i0CfmxwjtT",FALSE,13,NA,2018-12-06 20:08:00,TRUE,NA,"1070771861531836416",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","hitRECord",3,FALSE,FALSE,NA,NA
"261","Happy #bday to my day 1 @skillievanillie together we created this #hitrecord prod by @izzahhenry called #elchapo it… https://t.co/DSH38fEx1N",FALSE,0,NA,2018-12-06 20:01:46,TRUE,NA,"1070770293386305536",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","hydrostudios611",3,FALSE,FALSE,"-78.8494","42.9047"
"262","Golden Review  on @hitRECord https://t.co/FReJx0xVc1",FALSE,0,NA,2018-12-06 19:39:40,FALSE,NA,"1070764733068800000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JamesPhKotsybar",0,FALSE,FALSE,NA,NA
"263","#LArain giving you all the feels? Take a photo and contribute to this week's #LensProject on emotion: https://t.co/xuA9rgiU6t",FALSE,7,NA,2018-12-06 19:30:09,FALSE,NA,"1070762336460435456",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECord",1,FALSE,FALSE,NA,NA
"264","@jenvargas 🙌🙌🙌",FALSE,1,"jenvargas",2018-12-06 18:48:21,FALSE,"1070728070955450368","1070751817061912576","14707086","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hitRECord",0,FALSE,FALSE,NA,NA
"265","@nattypooh33 https://t.co/L1VF6OdHZK",FALSE,1,"nattypooh33",2018-12-06 18:41:06,FALSE,NA,"1070749994716663809","487094243","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bball3151",0,FALSE,FALSE,NA,NA
"266","People say #science and #art are two separate worlds, but we think it’s a false divide. This book is a celebration… https://t.co/oBPoZEF2YF",FALSE,12,NA,2018-12-06 18:02:00,TRUE,NA,"1070740152732008451",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","hitRECord",3,FALSE,FALSE,NA,NA
"267","@hitRECord Mugs!!!",FALSE,1,"hitRECord",2018-12-06 18:00:43,FALSE,"1070514918082797568","1070739831976796162","24815314","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ilabriceno",0,FALSE,FALSE,NA,NA
"268","HITRECORDのパーカー欲しい😭😭",FALSE,0,NA,2018-12-06 17:48:10,FALSE,NA,"1070736669593100288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","daifuku290450",0,FALSE,FALSE,NA,NA
"269","#STEAM programs should be as mainstream as #STEM programs. In fact, I personally think STEAM should replace STEM th… https://t.co/rWEq72cOb5",FALSE,3,NA,2018-12-06 17:13:59,TRUE,NA,"1070728070955450368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jenvargas",0,FALSE,FALSE,NA,NA
"270","#PHOTOGRAPHERS We need black and white 📸 for a short film! Check out the challenge here: https://t.co/xxyi5a8ONv  @hitrecord",FALSE,35,NA,2018-12-06 17:08:36,FALSE,NA,"1070726715117232129",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KaliBali87",6,FALSE,FALSE,NA,NA
"271","Holiday hoodies + special limited shipping rates — check 'em: https://t.co/34bEKiyDqU https://t.co/pnEGMob6DA",FALSE,63,NA,2018-12-06 17:06:20,FALSE,NA,"1070726145220390912",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hitRECordJoe",5,FALSE,FALSE,NA,NA
"272","People say #science and #art are two separate worlds, but we think it’s a false divide. This book is a celebration… https://t.co/uZ9EfZ00G4",FALSE,16,NA,2018-12-06 17:02:00,TRUE,NA,"1070725052977557504",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","hitRECord",2,FALSE,FALSE,NA,NA
"273","Write a story using 6 words: https://t.co/oHlAuJ7dhd",FALSE,196,NA,2018-12-06 16:47:10,FALSE,NA,"1070721320336482304",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","hitRECordJoe",18,FALSE,FALSE,NA,NA
"274","@ViciousVixxenV @EmmasLens @hitRECord Can you remind me in about 4 hours about this!!! I would love to do it!",FALSE,3,"ViciousVixxenV",2018-12-06 16:46:21,FALSE,"1070508788329926657","1070721115817881602","238313253","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Chrissy_fd",0,FALSE,FALSE,NA,NA
"275","#Trip2Miami geedav50 #newmusicalert #newartist #slatt🐍 #xxlfreshman2019 #stl #miami #HitRecord https://t.co/HgVUtcuYhs",FALSE,2,NA,2018-12-06 15:53:33,FALSE,NA,"1070707828850081793",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","RMusic65",1,FALSE,FALSE,NA,NA
"276","@hitRECordJoe @hitRECord @MullenTravis87 This is what I was referring to.",FALSE,1,"hitRECordJoe",2018-12-06 15:39:00,FALSE,"1070062191120969729","1070704164836134912","24807616","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CeeJoy11",0,FALSE,FALSE,NA,NA
